target_url,target_url_domain,target_url_top_level_domain,target_url_redirects,final_url,final_url_domain,final_url_top_level_domain,final_url_website,final_url_live,final_url_status_code,final_url_media_type,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,target_url_404_test,source_list,public,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,third_party_service_domains,third_party_service_count,cookie_domains,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_target_url_redirects,robots_txt_final_url,robots_txt_final_url_live,robots_txt_final_url_status_code,robots_txt_final_url_media_type,robots_txt_final_url_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_target_url_redirects,sitemap_xml_final_url,sitemap_xml_final_url_live,sitemap_xml_final_url_status_code,sitemap_xml_final_url_media_type,sitemap_xml_final_url_filesize,sitemap_xml_count,sitemap_xml_pdf_count,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count
russellranch.jpl.nasa.gov,nasa.gov,gov,False,https://russellranch.jpl.nasa.gov/,nasa.gov,gov,russellranch.jpl.nasa.gov,True,200.0,text/html,True,True,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,True,"[""pulse"",""omb_idea""]",True,2024-05-11T03:44:49.762Z,completed,completed,completed,completed,completed,completed,completed,completed,True,,,,,False,,True,"{""agency"":""NASA"",""subagency"":"" RUSSELLRANCH"",""dclink"":""true"",""sp"":""search,s""}","[""dap.digitalgov.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]",3.0,"["".nasa.gov"","".russellranch.jpl.nasa.gov""]",False,0.0,405.299,,,True,True,Welcome to Russell Ranch Validation — Russell Ranch,,,,,,,,,,https://russellranch.jpl.nasa.gov,en,,False,True,False,https://russellranch.jpl.nasa.gov/robots.txt,True,200.0,text/plain,575.0,,"[""/sitemap.xml.gz""]",False,False,https://russellranch.jpl.nasa.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nrt4.modaps.eosdis.nasa.gov,nasa.gov,gov,False,https://nrt4.modaps.eosdis.nasa.gov/,nasa.gov,gov,nrt4.modaps.eosdis.nasa.gov,True,200.0,text/html,True,True,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,True,"[""dap"",""pulse""]",,2024-05-11T01:37:39.952Z,completed,completed,completed,completed,completed,completed,completed,completed,True,,,,,False,,True,"{""agency"":""NASA"",""subagency"":""GSFC"",""dclink"":""true""}","[""cdn.earthdata.nasa.gov"",""dap.digitalgov.gov"",""fbm.earthdata.nasa.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""maxcdn.bootstrapcdn.com"",""status.earthdata.nasa.gov"",""unpkg.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",10.0,"["".nasa.gov"","".nrt4.modaps.eosdis.nasa.gov""]",True,0.0865499088541666,569.5,"[""privacy""]","[""accessibility"",""privacy policy""]",True,True,LANCE Near Real Time (NRT),LANCE Near Real Time (NRT),,,,,,,,,,en,,False,False,False,https://nrt4.modaps.eosdis.nasa.gov/robots.txt,False,404.0,text/html,,,,False,False,https://nrt4.modaps.eosdis.nasa.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
ocov3.jpl.nasa.gov,nasa.gov,gov,False,https://ocov3.jpl.nasa.gov/,nasa.gov,gov,ocov3.jpl.nasa.gov,True,200.0,text/html,True,True,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,True,"[""dap"",""pulse"",""omb_idea""]",True,2024-05-11T01:37:40.887Z,completed,completed,completed,completed,completed,completed,completed,completed,True,,,,,False,,True,"{""agency"":""NASA"",""subagency"":""OCO2"",""dclink"":""true"",""sp"":""search,s,q"",""sdor"":""false"",""exts"":""tif,tiff""}","[""cdnjs.cloudflare.com"",""code.jquery.com"",""dap.digitalgov.gov"",""ocov2.jpl.nasa.gov"",""s7.addthis.com"",""stackpath.bootstrapcdn.com"",""www.google-analytics.com"",""www.googletagmanager.com"",""www.jpl.nasa.gov""]",9.0,"["".nasa.gov""]",True,0.0,405.099,"[""privacy""]",,True,True,Orbiting Carbon Observatory-3: Home,,,Home,,,,,,,,,,False,False,False,https://ocov3.jpl.nasa.gov/robots.txt,False,404.0,text/html,,,,False,False,https://ocov3.jpl.nasa.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
odeo.larc.nasa.gov,nasa.gov,gov,False,https://odeo.larc.nasa.gov/,nasa.gov,gov,odeo.larc.nasa.gov,True,200.0,text/html,True,True,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,True,"[""dap"",""omb_idea""]",True,2024-05-11T01:37:43.094Z,completed,completed,completed,completed,completed,completed,completed,completed,True,,WordPress,,,True,,True,"{""agency"":""NASA"",""subagency"":""LARC""}","[""dap.digitalgov.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]",3.0,"["".nasa.gov"","".odeo.larc.nasa.gov""]",False,0.0,3551.099,"[""about"",""fear"",""foia"",""privacy""]","[""no fear act"",""foia"",""privacy policy""]",True,True,Office Of Diversity and Equal Opportunity | Equity + Engagement = Endless Possibilities,,,,,,,,,,https://odeo.larc.nasa.gov/,en-US,,False,True,False,https://odeo.larc.nasa.gov/robots.txt,True,200.0,text/plain,119.0,,"[""https://odeo.larc.nasa.gov/wp-sitemap.xml""]",False,True,https://odeo.larc.nasa.gov/wp-sitemap.xml,True,200.0,application/xml,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
mrodtweb1-dc1.jpl.nasa.gov,nasa.gov,gov,False,https://mrodtweb1-dc1.jpl.nasa.gov/,nasa.gov,gov,mrodtweb1-dc1.jpl.nasa.gov,True,200.0,text/html,True,True,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,False,"[""pulse"",""omb_idea""]",False,2024-05-11T01:29:38.673Z,completed,completed,completed,completed,completed,completed,completed,completed,False,,,,,False,,False,,,0.0,"[""mrodtweb1-dc1.jpl.nasa.gov""]",False,0.0,57.299,,,True,True,RSA SecurID PASSCODE Request,,,,,,,,,,,,,False,True,False,https://mrodtweb1-dc1.jpl.nasa.gov/robots.txt,True,200.0,text/html,6409.0,,,True,False,https://mrodtweb1-dc1.jpl.nasa.gov/sitemap.xml,True,200.0,text/html,6411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
spl.gsfc.nasa.gov@gpl.gsfc.nasa.gov,nasa.gov,gov,True,https://science.gsfc.nasa.gov/heliophysics/geospace/,nasa.gov,gov,science.gsfc.nasa.gov,True,200.0,text/html,True,False,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,False,"[""pulse""]",,2024-05-11T04:23:20.795Z,completed,completed,completed,completed,completed,completed,unknown_error,completed,False,,,,,False,,True,"{""agency"":""NASA""}","[""cdn.jsdelivr.net"",""cse.google.com"",""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""www.google-analytics.com"",""www.google.com"",""www.googletagmanager.com""]",8.0,"["".nasa.gov"","".science.gsfc.nasa.gov"",""science.gsfc.nasa.gov""]",True,0.2733346666666666,3526.2,"[""privacy""]",,,,Geospace Physics Laboratory,Science @ NASA,"science, NASA, Goddard, GSFC, Goddard Space Flight Center, earth science, earth sciences, astrophysics, heliophysics, solar system, Earth and Space, Science Research, stars, universe, activities, education, lunar, moon, solar, sun, planets, planetary, Code 600, SED, Sciences and Exploration Directorate",,,,,,,,,,,True,False,True,https://science.gsfc.nasa.gov/heliophysics/geospace/robots.txt,False,404.0,text/plain,,,,False,True,https://science.gsfc.nasa.gov/sci,True,200.0,text/html,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
oceancolor.sci.gsfc.nasa.gov,nasa.gov,gov,False,https://oceancolor.sci.gsfc.nasa.gov/,nasa.gov,gov,oceancolor.sci.gsfc.nasa.gov,True,200.0,text/html,True,True,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,True,"[""pulse"",""omb_idea""]",True,2024-05-11T01:37:48.044Z,completed,completed,completed,completed,completed,completed,completed,completed,True,,,,,False,,True,"{""agency"":""NASA"",""subagency"":""GSFC""}","[""cdn.earthdata.nasa.gov"",""cdn.jsdelivr.net"",""cdnjs.cloudflare.com"",""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""maxcdn.bootstrapcdn.com"",""oceancolor.gsfc.nasa.gov"",""scontent.cdninstagram.com"",""static.cdninstagram.com"",""status.earthdata.nasa.gov"",""unpkg.com"",""www.google-analytics.com"",""www.googletagmanager.com"",""www.instagram.com""]",15.0,"["".nasa.gov"","".oceancolor.sci.gsfc.nasa.gov"",""oceancolor.sci.gsfc.nasa.gov""]",True,0.2093401611328125,1253.0,"[""about"",""foia"",""privacy"",""usa.gov""]","[""accessibility"",""freedom of information act"",""privacy policy"",""usa.gov""]",False,False,NASA Ocean Color,,,,,,,,,,,en,,False,True,False,https://oceancolor.sci.gsfc.nasa.gov/robots.txt,True,200.0,text/plain,23.0,,,False,False,https://oceancolor.sci.gsfc.nasa.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
asdc.larc.nasa.gov,nasa.gov,gov,False,https://asdc.larc.nasa.gov/,nasa.gov,gov,asdc.larc.nasa.gov,True,200.0,text/html,True,True,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,True,"[""dap"",""pulse"",""omb_idea""]",True,2024-05-11T03:15:01.445Z,completed,completed,completed,completed,completed,completed,completed,timeout,True,,,,,True,,True,"{""agency"":""NASA"",""subagency"":""LARC""}","[""cdn.earthdata.nasa.gov"",""dap.digitalgov.gov"",""fbm.earthdata.nasa.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""maxcdn.bootstrapcdn.com"",""status.earthdata.nasa.gov"",""unpkg.com"",""www.google-analytics.com"",""www.googletagmanager.com""]",10.0,"["".asdc.larc.nasa.gov"","".nasa.gov"",""asdc.larc.nasa.gov""]",True,0.5387470859375,964.2,"[""about"",""privacy""]","[""accessibility"",""privacy policy""]",True,True,ASDC | Home,,,,,,,,,,,en,,True,True,False,https://asdc.larc.nasa.gov/robots.txt,True,200.0,text/plain,290.0,,"[""https://asdc.larc.nasa.gov/sitemap.xml""]",,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
gs6102dsc-airsl0.gesdisc.eosdis.nasa.gov,nasa.gov,gov,False,https://gs6102dsc-airsl0.gesdisc.eosdis.nasa.gov/,nasa.gov,gov,gs6102dsc-airsl0.gesdisc.eosdis.nasa.gov,True,200.0,text/html,True,True,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,True,"[""pulse"",""omb_idea""]",False,2024-05-11T00:51:39.541Z,completed,completed,completed,completed,completed,completed,completed,completed,True,,,,,False,,False,,"[""www.nasa.gov""]",1.0,"["".nasa.gov""]",False,0.1016463020833333,243.299,"[""about"",""privacy""]","[""privacy policy""]",False,False,NASA IT Security Warning Banner,Default Index Page,,,,,,,,,,,,False,True,False,https://gs6102dsc-airsl0.gesdisc.eosdis.nasa.gov/robots.txt,True,200.0,text/plain,291.0,,,False,False,https://gs6102dsc-airsl0.gesdisc.eosdis.nasa.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
decg.nasaoig-t.hq.nasa.gov,nasa.gov,gov,,,,,,,,,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,,"[""pulse""]",,2024-05-11T02:56:17.630Z,dns_resolution_error,dns_resolution_error,completed,unknown_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,False,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cosmictimes.gsfc.nasa.gov,nasa.gov,gov,,,,,,,,,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,,"[""pulse""]",,2024-05-11T02:56:11.926Z,dns_resolution_error,dns_resolution_error,completed,unknown_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,False,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spdf.sci.gsfc.nasa.gov,nasa.gov,gov,,,,,,,,,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,,"[""pulse""]",,2024-05-11T01:47:11.715Z,dns_resolution_error,dns_resolution_error,completed,unknown_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,False,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ld.hq.nasa.gov,nasa.gov,gov,,,,,,,,,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,,"[""pulse""]",,2024-05-11T01:06:50.379Z,dns_resolution_error,dns_resolution_error,completed,unknown_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,False,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdglobal.ksc.nasa.gov,nasa.gov,gov,False,https://tdglobal.ksc.nasa.gov/,nasa.gov,gov,tdglobal.ksc.nasa.gov,True,200.0,text/html,True,True,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,True,"[""pulse"",""omb_idea""]",True,2024-05-11T01:57:38.990Z,completed,completed,completed,completed,completed,completed,completed,completed,True,,,,,True,,True,,"[""ssl.google-analytics.com""]",1.0,"["".tdglobal.ksc.nasa.gov""]",False,0.0238596458333333,270.2,"[""about"",""privacy""]","[""privacy policy""]",True,True,TechDoc - NASA Public Technical Library System,,,,,,,,,,,en,,False,False,False,https://tdglobal.ksc.nasa.gov/robots.txt,False,404.0,unknown,,,,False,False,https://tdglobal.ksc.nasa.gov/sitemap.xml,False,404.0,unknown,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
espd.gsfc.nasa.gov,nasa.gov,gov,False,https://www.nasa.gov/goddard/earth-science-projects-division/,nasa.gov,gov,www.nasa.gov,True,200.0,text/html,True,False,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,True,"[""pulse"",""omb_idea"",""2020_eot""]",False,2024-05-11T02:35:00.302Z,completed,unknown_error,completed,completed,completed,completed,completed,completed,True,,WordPress,,,True,,True,"{""agency"":""NASA"",""yt"":""true"",""dclink"":""true"",""exts"":""stl,fbx,glb,usdz"",""enhlink"":""true"",""sdor"":""www.nasa.gov""}","[""api.parsely.com"",""cdn.parsely.com"",""dap.digitalgov.gov"",""eex-gateway.fr011.ttecfed.com"",""images-assets.nasa.gov"",""p1.parsely.com"",""plus.nasa.gov"",""science.nasa.gov"",""www.google-analytics.com"",""www.googletagmanager.com"",""www.youtube.com""]",11.0,"["".nasa.gov"","".www.nasa.gov"",""www.nasa.gov""]",True,0.0,200.299,"[""about"",""fear"",""foia"",""privacy"",""espanol"",""/es""]","[""accessibility"",""no fear act"",""foia"",""privacy policy"",""español""]",True,True,Earth Science Projects Division - NASA,,,Earth Science Projects Division - NASA,,,,https://www.nasa.gov/wp-content/uploads/2023/10/earthbg-original.jpeg,article,https://www.nasa.gov/goddard/earth-science-projects-division/,https://www.nasa.gov/goddard/earth-science-projects-division/,en-US,,True,False,False,https://espd.gsfc.nasa.gov/robots.txt,False,404.0,text/html,,,,False,False,https://espd.gsfc.nasa.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,40.0,2.0,55.0,6.0,20.0,v2.13.3,100.0,223.0
opendap.larc.nasa.gov,nasa.gov,gov,True,https://opendap.larc.nasa.gov/opendap/,nasa.gov,gov,opendap.larc.nasa.gov,True,200.0,text/html,True,True,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,True,"[""dap"",""pulse"",""omb_idea""]",True,2024-05-11T01:38:18.926Z,completed,completed,completed,completed,completed,completed,completed,completed,True,,,,,False,,True,"{""agency"":""NASA"",""subagency"":""LARC""}","[""dap.digitalgov.gov"",""www.google-analytics.com"",""www.googletagmanager.com""]",3.0,"["".nasa.gov"","".opendap.larc.nasa.gov""]",False,0.0761142311197916,435.7,"[""about"",""privacy""]",,True,True,OPeNDAP Hyrax: Contents of /,,,,,,,,,,,,,False,True,False,https://opendap.larc.nasa.gov/robots.txt,True,200.0,text/plain,26.0,,,False,False,https://opendap.larc.nasa.gov/sitemap.xml,False,404.0,text/html,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
suzaku.gsfc.nasa.gov,nasa.gov,gov,,,,,,,,,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Executive,,"[""pulse""]",,2024-05-11T02:17:55.919Z,dns_resolution_error,dns_resolution_error,completed,unknown_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,False,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
